headerdatestamp|headeridentifier|headersetSpec|metadata.oai_dc:dc.dc:contributor.0|metadata.oai_dc:dc.dc:contributor.1|metadata.oai_dc:dc.dc:creator.0|metadata.oai_dc:dc.dc:creator.1|metadata.oai_dc:dc.dc:creator.2|metadata.oai_dc:dc.dc:creator.3|metadata.oai_dc:dc.dc:description.0|metadata.oai_dc:dc.dc:description.1|metadata.oai_dc:dc.dc:subject.0|metadata.oai_dc:dc.dc:subject.1|metadata.oai_dc:dc.dc:subject.2|metadata.oai_dc:dc.dc:subject.3|metadata.oai_dc:dc.dc:subject.4|metadata.oai_dc:dc.dc:subject.5|metadata.oai_dc:dc.dc:subject.6|metadata.oai_dc:dc.dc:subject.7|metadata.oai_dc:dc.dc:title.0|metadata.oai_dc:dc.dc:title.1|metadata.oai_dc:dc@xmlns:dc|metadata.oai_dc:dc@xmlns:oai_dc|metadata.oai_dc:dc@xmlns:xsi|metadata.oai_dc:dc@xsi:schemaLocation|metadata.oai_dc:dcdc:contributor|metadata.oai_dc:dcdc:creator|metadata.oai_dc:dcdc:date|metadata.oai_dc:dcdc:description|metadata.oai_dc:dcdc:format|metadata.oai_dc:dcdc:identifier|metadata.oai_dc:dcdc:language|metadata.oai_dc:dcdc:publisher|metadata.oai_dc:dcdc:rights|metadata.oai_dc:dcdc:subject|metadata.oai_dc:dcdc:title|metadata.oai_dc:dcdc:type
2009-03-06T21:35:03Z|SL752|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl752|This document is a letter dated September 17, 1798 from governor John Sevier of Tennessee to the president of the United States, John Adams. The purpose of the letter is to inform Adams of sundry resolutions passed by companies of cavalry and infantry tendering their services if they are needed.|Tennessee -- History|Sevier, John, 1745-1815|Tennessee. Governor (1796-1801 : Sevier)|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Sevier, John|1798-09-17|    |Text/html|http://idserver.utk.edu/?id=200300000004625|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1798 Sep. 17, Knoxville, Tennessee [to] John Adams / John Sevier : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL753|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl753|This document is an open letter dated December 9, 1799 from the governor of Tennessee, John Sevier to the congress of the United States. The subject of the letter is a ferry crossing of the Clinch river, and the marking out of a road as an alternative to the people's current situation in its regard. Specifically, the documents requests that the issue of marking out a road as stipulated by the fifth article of the treaty of Holston with the Cherokee Indians be laid before the President of the United States.|Tennessee. Governor (1796-1801 : Sevier)|Sevier, John, 1745-1815|Tennessee -- History|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Sevier, John|1799-12-09|    |Text/html|http://idserver.utk.edu/?id=200300000004626|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1799 Dec. 9, Knoxville, Tennessee [to] United States Congress / John Sevier : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL754|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl754|This document is a brief letter dated July 7, 1800 from governor John Sevier of Tennessee to David Henley, agent for the department of war. The purpose of the letter is a death allegedly caused by Indians in march of 1799. The governor requests any information Henley may have on the matter.|Tennessee -- History|Sevier, John, 1745-1815|Tennessee. Governor (1796-1801 : Sevier)|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Sevier, John|1800-07-07|    |Text/html|http://idserver.utk.edu/?id=200300000004627|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1800 Jul. 7, Knoxville, Tennessee [to] David Henl[e]y / John Sevier : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL755|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl755|This document is a letter dated April 5, 1819 from governor Joseph McMinn of Tennessee to John Overton. The subject of the letters is a treaty regarding a salt spring with the Chickasaw Nation of Indians.|McMinn, Joseph, 1758-1824|Chickasaw Indians|Tennessee. Governor, Office of the|Tennessee -- History|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |McMinn, Joseph|1819-04-05|    |Text/html|http://idserver.utk.edu/?id=200300000004628|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1819 Apr. 5, Murfreesboro, Tennessee [to] John Overton / Joseph McMinn : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL756|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl756|This document is a letter dated October 18, 1820 from the governor of Tennessee, Joseph McMinn to N. Starry. The subject of the letter is the crafting of two swords of quality and workmanship to be inscribed with the names of Major Generals Andrew Jackson, and Edmund P. Gaines, and a brief note of esteem for their service in the war against Great Britain. The swords are intended to be gifts from the state of Tennessee; McMinn offers Starry $1800 for the crafting, inscription, and delivery of the two swords to Washington, City. (D.C.)|Tennessee -- History|Tennessee. Governor, Office of the|McMinn, Joseph, 1758-1824|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |McMinn, Joseph|1820-10-18|    |Text/html|http://idserver.utk.edu/?id=200300000004629|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1820 Oct. 18, Murfreesboro, Tennessee [to] N. Starry / Joseph McMinn : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL757|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl757|This document is a letter dated March 10, 1816 from Thomas Ridley, the Sheriff of Williamson County, Tennessee to the governor of the state, Joseph McMinn. The subject of the letter is Aaron Gladden, a convicted horse thief who escaped from jail after it burned. Gladden is described by the Sheriff as a man of exceedingly bad character, and asks the governor whether or not a reward for his arrest is warranted.|McMinn, Joseph, 1758-1824|Horse trials|Tennessee. Governor, Office of the|Tennessee -- History|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Ridley, Thomas|1816-03-10|    |Text/html|http://idserver.utk.edu/?id=200300000004630|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1816 Mar. 10, Williamson County, Tennessee [to] Joseph McMinn, Nashville, Tennessee / Thomas Ridley : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL758|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl758|This document is a letter dated June 2, 1816 from Thomas Johnson to Tennessee governor Joseph McMinn in Knoxville. The subject of the letter is the negotiation and purchase of lands, and the setting of new boundaries with Indian Nations, specifically, the Chickasaw, Chocktaw, Creek and Cherokee.|Tennessee -- History|Land tenure|Indians of North America|McMinn, Joseph, 1758-1824|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Johnson, Thomas|1816-06-02|    |Text/html|http://idserver.utk.edu/?id=200300000004631|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1816 Jun. 2, 3 Springs [to] Joseph McMinn, Knoxville, Tennessee / Thomas Johnson : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL759|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl759|"This document is an affidavit dated January 18, 1818, it is the result of the deposition of Jesse Terry, of Roane County, Tennessee by a justice of Knox County, Robert Lindsay. The subject of the affidavit is a ""free girl of color"" named Peggy Scott who was believed to be stolen from her parents in Roane County and taken to Georgia."|McMinn, Joseph, 1758-1824|Tennessee. Governor, Office of the|Tennessee -- History|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Terry, Jesse|1818-01-18|    |Text/html|http://idserver.utk.edu/?id=200300000004632|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Affidavit] 1818 Jan. 18, Knox County, Tennessee [to] Robert Lindsay / Jesse Terry : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL760|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl760|This document is the resignation of R. Houton, dated June 8, 1818, and is addressed to the governor of Tennessee, Joseph McMinn. Houton's job, as appointed by the state legislature, was to clear the Tennessee, and Holston rivers in order to make them more navigable.|Tennessee -- History|Tennessee. Governor, Office of the|McMinn, Joseph, 1758-1824|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Houton, R.|1818-06-08|    |Text/html|http://idserver.utk.edu/?id=200300000004633|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Resignation] 1818 Jun. 8, Knoxville, Tennessee [to] Joseph McMinn / R. Houton : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL761|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl761|This document is a resolution dated January 8, 1819 by the United States Senate requesting that the President initiate negotiations with the Chicasaw Indians for the cession of a four mile tract of land to the state of Tennessee.|McMinn, Joseph, 1758-1824|Chickasaw Indians -- Land tenure|Tennessee. Governor, Office of the|Tennessee -- History|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |United States Senate|1819-01-08|    |Text/html|http://idserver.utk.edu/?id=200300000004634|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Resolution] 1819 Jan. 8 United States Senate : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL762|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl762|This document is a letter dated September 28, 1819 from James Park to the governor of Tennessee, Joseph McMinn. The subject of the letter is the wretched condition of the Turnpike road between Knoxville and Sparta, and the growing difficulty that United States mail wagon carriers have in its passage. In the letter, Park writes of mail routes throughout Tennessee. He also asks the governor to consider whether or not a toll should be authorized on the Turnpike.|McMinn, Joseph, 1758-1824|Tennessee. Governor, Office of the|Tennessee -- History|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Park, James|1819-09-28|    |Text/html|http://idserver.utk.edu/?id=200300000004635|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1819 Sep. 28, Murfreesboro, Tennessee [to] Joseph McMinn / James Park: a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL763|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl763|This document is a letter dated November 23, 1820 from William Terry to the governor of Tennessee, Joseph McMinn. The subject of the letter is a survey of the Coral River conducted by Terry regarding its navigation.|Tennessee -- History|Tennessee. Governor, Office of the|McMinn, Joseph, 1758-1824|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Terry, William|1820-11-23|    |Text/html|http://idserver.utk.edu/?id=200300000004636|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1820 Nov. 23, Catawba [to] Joseph McMinn / William Terry : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL764|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl764|This document is a public address dated March 14, 1818 from the governor of Tennessee, Joseph McMinn. The subject of the address is a treaty with the Cherokee Indians regarding boundary lines within the state.|McMinn, Joseph, 1758-1824|Cherokee Indians -- Treaties|Tennessee. Governor, Office of the|Tennessee -- History|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |McMinn, Joseph|1818-03-14|    |Text/html|http://idserver.utk.edu/?id=200300000004637|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Address] 1818 Mar. 14, Executive Department, Knoxville, Tennessee [to the] Public / Joseph McMinn : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL765|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl765|This is a letter from Governor Willie Blount to H.L. White, dated August 12, 1815. White is the president of the state bank in Knoxville. The letter refers to the suspension of specie payments by banks due to the War of 1812.|Politics, society, and economy|Banks and banking|Tennessee|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Blount, Willie|1815-10-12|    |Text/html|http://idserver.utk.edu/?id=200300000004638|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1815 Aug. 12, Nashville [Tennessee, to] H.L. White, Knoxville [Tennessee] / Willie Blount : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL766|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl766|This is a letter to Governor Willie Blount from H.L. White, dated July 26, 1815. White is the president of the state bank in Knoxville. The letter refers to the banking policy of suspending payments in specie, as a result of the financial strain of the War of 1812. White writes that his bank has decided to follow the suspension, as to not would cause the bank to call in too many loans, thereby putting too much financial strain on the local community. The letter contains a brief summary of the political, martial, and financial situation in the U.S. and Europe as explanation for the change in policy.|Bonaparte, Napoleon, 1769-1821|Politics, society, and economy|Banks and banking|Europe|United States|Tennessee|    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |White, H.L.|1815-07-26|    |Text/html|http://idserver.utk.edu/?id=200300000004639|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1815 Jul 26 [Knoxville] Tennessee [to Willie] Blount [Nashville] Tennessee / H.L.White : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL767|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl767|This is a letter from Governor William Carroll to George M. Troup, dated June 6, 1825. Troup is governor of Georgia. The Tennessee legislature has proposed that a canal be built to connect the Hiwassee River to the Coosa River, and also for one to bypass the muscle shoals. Carroll writes Troup for information about undertaking such a project and to secure Georgia's cooperation.|Law and legislation|Canals|Alabama|Georgia|Tennessee|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Carroll, William|1825-06-06|    |Text/html|http://idserver.utk.edu/?id=200300000004640|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1825 Jun. 6, Murfreesboro, Tennessee [to] George M. Troup, Millidgeville, Georgia / W[illia]m Carroll : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL768|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl768|This is a letter from Governor William Carroll to Colonel Newton Cannon, dated November 17, 1825. Carroll is informing Newton that he has been chosen to join a group of engineers. These men are to survey a route for a national road being built from Washington D.C. to New Orleans. The road will pass through Tennessee. Carroll gives some suggestions for routes. The engineers are also to survey for the proposed canal connecting the Hiwassee and Coosa Rivers.|Canals|National road.|Surveying|Carroll, William, 1788-1844|Tennessee|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Carroll, William|1825-11-17|    |Text/html|http://idserver.utk.edu/?id=200300000004641|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1825 Nov. 17, Murfreesboro, Tennessee [to] Newton Cannon, Murfreesboro, Tennessee / W[illia]m Carroll : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL769|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl769|This is a letter from David Graham to Governor William Carroll, dated October 6, 1825. Graham is sending information to Carroll about the surveying of land for schools.|Surveying|Law and legislation|Tennessee|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Graham, David|1825-10-06|    |Text/html|http://idserver.utk.edu/?id=200300000004642|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1825 Oct. 6 [Tennessee, to William] Carroll / David Graham : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL770|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl770|This is a letter to Governor William Carroll from James Barbour, dated October 25, 1825. Barbour is the Secretary of War. Barbour writes to ask Carroll to have the Civil Engineer of Tennessee meet Captain Poussia and Lieutenant Trimble, who will be surveying for the national road from Washington D.C. to New Orleans.|National Road|Surveying|Southern States|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Barbour, James|1825-10-24|    |Text/html|http://idserver.utk.edu/?id=200300000004643|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1825 Oct. 24, Department of War [to William Carroll] Tennessee / James Barbour : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL771|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl771|This is a letter to Governor William Carroll from William L. Williford and George W. McGehee, dated October 26, 1825. This is a report on the latitude of Walker's Line which formed the southern border of Kentucky.|Borders and frontiers|Surveying|Kentucky|Tennessee|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Williford, William L.|1825-10-26|    |Text/html|http://idserver.utk.edu/?id=200300000004644|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1825 Oct. 26, Murfreesboro, Tennessee [to William Carroll] Tennessee / William L. Williford : a machine readable transcription of an image|Text
2009-03-06T21:35:03Z|SL772|tdh|University of Tennessee Special Collections Library, Knoxville|Tennessee State Library and Archives (Nashville, Tenn.)|    |    |    |    |Document ID: sl772|This is a letter from Colonel Newton Cannon to Governor William Carroll, dated December 5, 1825. This is Cannon's survey report from where he worked with other engineers on the route for the proposed national road from Washington D.C. to New Orleans. Cannon lists the cities and rivers they cross, including the Cherokee Nation. He also gives details about the quality of the land. Cannon mentions the route the other engineers took before he met up with them in Knoxville.|National road|Surveying|Cannon, Newton, 1781-1841|Southern States|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Cannon, Newton|1825-12-05|    |Text/html|http://idserver.utk.edu/?id=200300000004645|en|University of Tennessee Special Collections Library|This work is the property of the Tennessee State Library and Archives, Nashville, TN. It may be used freely by individuals for research, teaching, and personal use as long as this statement of availability is included in the text. For all other use contact the Tennessee State Library and Archives, 403 Seventh Avenue North, Nashville, TN 37243-0312. (615) 741-2764.|    |[Letter] 1825 Dec. 5, Harpeth, Tennessee [to] W[illia]m Carroll, Tennessee / Newton Cannon : a machine readable transcription of an image|Text
